決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2024/01/24","パナソニック　ホールディングス","6752 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/24","買建","100","1379","1396","137900","139600","--","--","--","--","--","1","--","--","--","--","2024/01/26","+1700"
"2024/01/24","パナソニック　ホールディングス","6752 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/01/24","買建","400","1379","1396","551600","558400","--","--","--","--","--","1","--","--","--","--","2024/01/26","+6800"
"2024/01/24","パナソニック　ホールディングス","6752 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/24","買建","200","1379","1396.1","275800","279220","--","--","--","--","--","1","--","--","--","--","2024/01/26","+3420"
"2024/01/24","パナソニック　ホールディングス","6752 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/24","買建","200","1379","1396.1","275800","279220","--","--","--","--","--","1","--","--","--","--","2024/01/26","+3420"
"2024/01/24","Ｔ＆Ｄホールディングス","8795 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/24","買建","100","2345","2352.2","234500","235220","--","--","--","--","--","1","--","--","--","--","2024/01/26","+720"
"2024/01/24","Ｔ＆Ｄホールディングス","8795 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/24","買建","300","2345","2352.3","703500","705690","--","--","--","--","--","1","--","--","--","--","2024/01/26","+2190"
"2024/01/24","三菱倉庫","9301 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/24","買建","100","4548","4549","454800","454900","--","--","--","--","--","1","--","--","--","--","2024/01/26","+100"
"2024/01/24","三菱倉庫","9301 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/24","買建","100","4548","4549.6","454800","454960","--","--","--","--","--","1","--","--","--","--","2024/01/26","+160"
"2024/01/24","三菱倉庫","9301 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/24","買建","100","4548","4549.5","454800","454950","--","--","--","--","--","1","--","--","--","--","2024/01/26","+150"
"2024/01/24","三菱倉庫","9301 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/24","買建","100","4548","4549","454800","454900","--","--","--","--","--","1","--","--","--","--","2024/01/26","+100"
"2024/01/24","メルカリ","4385 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","200","2454.5","2441.4","490900","488280","--","--","--","--","--","1","--","--","--","--","2024/01/26","+2620"
"2024/01/24","メルカリ","4385 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","100","2454.5","2441.2","245450","244120","--","--","--","--","--","1","--","--","--","--","2024/01/26","+1330"
"2024/01/24","メルカリ","4385 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","100","2454.5","2441.1","245450","244110","--","--","--","--","--","1","--","--","--","--","2024/01/26","+1340"
"2024/01/24","日立造船","7004 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","200","923","918.5","184600","183700","--","--","--","--","--","1","--","--","--","--","2024/01/26","+900"
"2024/01/24","日立造船","7004 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","300","923","918.5","276900","275550","--","--","--","--","--","1","--","--","--","--","2024/01/26","+1350"
"2024/01/24","日立造船","7004 ","東証","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","300","923","919","276900","275700","--","--","--","--","--","1","--","--","--","--","2024/01/26","+1200"
"2024/01/24","日立造船","7004 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","100","923","918.6","92300","91860","--","--","--","--","--","1","--","--","--","--","2024/01/26","+440"
"2024/01/24","日立造船","7004 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","100","923","918.7","92300","91870","--","--","--","--","--","1","--","--","--","--","2024/01/26","+430"
"2024/01/24","日立造船","7004 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","100","923","918.7","92300","91870","--","--","--","--","--","1","--","--","--","--","2024/01/26","+430"
"2024/01/24","日立造船","7004 ","PTS（J）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","100","923","918.5","92300","91850","--","--","--","--","--","1","--","--","--","--","2024/01/26","+450"
"2024/01/24","日立造船","7004 ","PTS（J）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","300","923","918.6","276900","275580","--","--","--","--","--","1","--","--","--","--","2024/01/26","+1320"
"2024/01/24","日立造船","7004 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","100","923","918.6","92300","91860","--","--","--","--","--","1","--","--","--","--","2024/01/26","+440"
"2024/01/24","日立造船","7004 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/24","売建","100","923","919","92300","91900","--","--","--","--","--","1","--","--","--","--","2024/01/26","+400"
"2024/01/25","日清製粉グループ本社","2002 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/25","買建","100","2035.5","2046.1","203550","204610","--","--","--","--","--","1","--","--","--","--","2024/01/29","+1060"
"2024/01/25","日清製粉グループ本社","2002 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/25","買建","200","2035.5","2046.1","407100","409220","--","--","--","--","--","1","--","--","--","--","2024/01/29","+2120"
"2024/01/25","日清製粉グループ本社","2002 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/25","買建","200","2035.5","2046.2","407100","409240","--","--","--","--","--","1","--","--","--","--","2024/01/29","+2140"
"2024/01/25","日清製粉グループ本社","2002 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/25","買建","400","2035.5","2046.2","814200","818480","--","--","--","--","--","1","--","--","--","--","2024/01/29","+4280"
"2024/01/25","三井金属鉱業","5706 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/25","買建","100","4568","4614.4","456800","461440","--","--","--","--","--","1","--","--","--","--","2024/01/29","+4640"
"2024/01/25","三井金属鉱業","5706 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/25","買建","100","4568","4614.3","456800","461430","--","--","--","--","--","1","--","--","--","--","2024/01/29","+4630"
"2024/01/25","三井金属鉱業","5706 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/25","買建","100","4568","4614.2","456800","461420","--","--","--","--","--","1","--","--","--","--","2024/01/29","+4620"
"2024/01/25","三菱マテリアル","5711 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/25","買建","100","2679","2685","267900","268500","--","--","--","--","--","1","--","--","--","--","2024/01/29","+600"
"2024/01/25","三菱マテリアル","5711 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/25","買建","200","2679","2685.1","535800","537020","--","--","--","--","--","1","--","--","--","--","2024/01/29","+1220"
